Child_BIRTHS_ALL_YEAR,MARITAL_STATUS_ALL_YEAR,RESID_STATE,AGE,EMPLOYMENT,EDUC_LEVEL,YEAR,marriage_dummies,treatment,women_LFP,post,post_treatment
2,2,26,10,0,0,5,0,1,0,0,0
0,2,26,9,0,0,5,0,1,0,0,0
1,2,26,9,0,0,5,0,1,0,0,0
3,2,26,5,0,0,5,0,1,0,0,0
2,2,26,17,7,11,5,0,1,0,0,0
0,2,26,0,0,0,5,0,1,0,0,0
0,2,26,15,0,0,5,0,1,0,0,0
2,2,26,10,0,0,5,0,1,0,0,0
3,2,26,15,0,0,5,0,1,0,0,0
2,2,26,14,0,0,5,0,1,0,0,0
2,2,26,10,0,0,5,0,1,0,0,0
1,2,26,10,0,0,5,0,1,0,0,0
0,2,26,4,0,0,5,0,1,0,0,0
0,2,26,3,0,0,5,0,1,0,0,0
3,2,26,12,0,0,5,0,1,0,0,0
1,1,26,20,0,0,5,1,1,0,0,0
0,2,26,19,0,0,5,0,1,0,0,0
1,2,26,18,1,11,5,0,1,1,0,0
2,1,26,17,7,10,5,1,1,0,0,0
3,2,26,17,7,11,5,0,1,0,0,0
0,2,26,11,0,0,5,0,1,0,0,0
3,2,26,15,0,0,5,0,1,0,0,0
0,2,24,10,0,0,5,0,0,0,0,0
0,2,48,20,3,12,5,0,1,0,0,0
0,2,48,5,0,0,5,0,1,0,0,0
0,2,48,4,0,0,5,0,1,0,0,0
1,1,48,15,0,0,5,1,1,0,0,0
2,2,48,18,0,12,5,0,1,0,0,0
2,1,48,11,0,0,5,1,1,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
2,5,48,9,0,0,5,0,1,0,0,0
1,2,48,8,0,0,5,0,1,0,0,0
0,2,26,7,0,0,5,0,1,0,0,0
0,2,48,12,0,0,5,0,1,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
0,2,48,9,0,0,5,0,1,0,0,0
2,1,48,12,0,0,5,1,1,0,0,0
3,1,48,17,0,0,5,1,1,0,0,0
0,2,48,12,0,0,5,0,1,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
0,2,24,9,0,0,5,0,0,0,0,0
3,5,48,14,0,0,5,0,1,0,0,0
0,2,48,6,0,0,5,0,1,0,0,0
3,5,48,17,7,11,5,0,1,0,0,0
0,2,24,14,0,0,5,0,0,0,0,0
0,2,24,8,0,0,5,0,0,0,0,0
0,2,24,4,0,0,5,0,0,0,0,0
0,1,24,15,0,0,5,1,0,0,0,0
0,2,26,9,0,0,5,0,1,0,0,0
1,2,26,10,0,0,5,0,1,0,0,0
0,2,26,12,0,0,5,0,1,0,0,0
0,2,26,21,7,14,5,0,1,0,0,0
2,2,26,14,0,0,5,0,1,0,0,0
0,2,26,5,0,0,5,0,1,0,0,0
0,2,24,19,1,13,5,0,0,1,0,0
2,1,26,0,0,0,5,1,1,0,0,0
0,2,26,14,0,0,5,0,1,0,0,0
0,2,26,13,0,0,5,0,1,0,0,0
0,2,26,8,0,0,5,0,1,0,0,0
0,5,48,13,0,0,5,0,1,0,0,0
1,2,48,13,0,0,5,0,1,0,0,0
0,2,48,5,0,0,5,0,1,0,0,0
1,4,48,20,1,12,5,0,1,1,0,0
2,2,48,8,0,0,5,0,1,0,0,0
0,2,48,7,0,0,5,0,1,0,0,0
1,2,24,15,0,0,5,0,0,0,0,0
2,2,24,14,0,0,5,0,0,0,0,0
1,2,24,14,0,0,5,0,0,0,0,0
1,2,24,10,0,0,5,0,0,0,0,0
1,2,24,19,1,12,5,0,0,1,0,0
0,2,24,14,0,0,5,0,0,0,0,0
0,2,24,7,0,0,5,0,0,0,0,0
3,2,26,17,1,10,5,0,1,1,0,0
1,1,26,14,0,0,5,1,1,0,0,0
0,2,26,14,0,0,5,0,1,0,0,0
0,2,26,4,0,0,5,0,1,0,0,0
4,1,26,18,3,10,5,1,1,0,0,0
2,2,26,13,0,0,5,0,1,0,0,0
0,2,24,20,1,12,5,0,0,1,0,0
1,2,48,15,0,0,5,0,1,0,0,0
2,4,48,14,0,0,5,0,1,0,0,0
3,2,48,21,1,10,5,0,1,1,0,0
1,2,48,12,0,0,5,0,1,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
2,1,48,12,0,0,5,1,1,0,0,0
1,1,48,20,0,0,5,1,1,0,0,0
0,2,48,14,0,0,5,0,1,0,0,0
0,2,48,12,0,0,5,0,1,0,0,0
1,2,24,18,3,12,5,0,0,0,0,0
2,2,24,14,0,0,5,0,0,0,0,0
1,2,24,11,0,0,5,0,0,0,0,0
0,2,24,7,0,0,5,0,0,0,0,0
2,2,24,0,0,0,5,0,0,0,0,0
0,2,24,12,0,0,5,0,0,0,0,0
0,2,24,9,0,0,5,0,0,0,0,0
0,2,24,5,0,0,5,0,0,0,0,0
0,2,48,7,0,0,5,0,1,0,0,0
2,2,24,10,0,0,5,0,0,0,0,0
2,2,24,17,7,10,5,0,0,0,0,0
0,2,48,15,0,0,5,0,1,0,0,0
2,2,48,11,0,0,5,0,1,0,0,0
0,2,48,9,0,0,5,0,1,0,0,0
0,2,48,5,0,0,5,0,1,0,0,0
0,2,24,10,0,0,5,0,0,0,0,0
2,2,26,18,0,0,5,0,1,0,0,0
1,2,26,15,0,0,5,0,1,0,0,0
0,2,26,13,0,0,5,0,1,0,0,0
0,2,26,13,0,0,5,0,1,0,0,0
1,2,26,13,0,0,5,0,1,0,0,0
0,2,26,9,0,0,5,0,1,0,0,0
0,2,48,5,0,0,5,0,1,0,0,0
0,2,48,6,0,0,5,0,1,0,0,0
0,2,48,12,0,0,5,0,1,0,0,0
0,2,48,11,0,0,5,0,1,0,0,0
2,2,26,12,0,0,5,0,1,0,0,0
0,2,26,8,0,0,5,0,1,0,0,0
0,2,26,5,0,0,5,0,1,0,0,0
4,2,26,0,0,0,5,0,1,0,0,0
1,2,26,0,0,0,5,0,1,0,0,0
0,2,48,11,0,0,5,0,1,0,0,0
1,2,24,15,0,0,5,0,0,0,0,0
4,4,24,15,0,0,5,0,0,0,0,0
1,2,24,13,0,0,5,0,0,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
0,2,48,7,0,0,5,0,1,0,0,0
2,1,26,18,1,12,5,1,1,1,0,0
0,2,48,19,1,14,5,0,1,1,0,0
0,2,24,19,1,12,5,0,0,1,0,0
0,2,24,10,0,0,5,0,0,0,0,0
0,2,24,13,0,0,5,0,0,0,0,0
3,2,48,16,3,9,5,0,1,0,0,0
2,2,48,14,0,0,5,0,1,0,0,0
0,2,48,12,0,0,5,0,1,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
0,2,48,12,0,0,5,0,1,0,0,0
1,2,48,14,0,0,5,0,1,0,0,0
0,2,48,13,0,0,5,0,1,0,0,0
0,2,48,10,0,0,5,0,1,0,0,0
1,2,24,20,0,0,5,0,0,0,0,0
0,2,24,11,0,0,5,0,0,0,0,0
0,2,26,13,0,0,5,0,1,0,0,0
0,2,26,6,0,0,5,0,1,0,0,0
0,2,26,6,0,0,5,0,1,0,0,0
1,2,26,15,0,0,5,0,1,0,0,0
0,2,26,4,0,0,5,0,1,0,0,0
1,2,26,16,7,9,5,0,1,0,0,0
0,2,26,13,0,0,5,0,1,0,0,0
0,2,26,11,0,0,5,0,1,0,0,0
0,2,26,4,0,0,5,0,1,0,0,0
0,2,26,3,0,0,5,0,1,0,0,0
3,2,26,0,0,0,5,0,1,0,0,0
5,2,48,13,0,0,5,0,1,0,0,0
0,2,48,20,1,14,5,0,1,1,0,0
0,2,24,4,0,0,5,0,0,0,0,0
0,2,24,10,0,0,5,0,0,0,0,0
0,2,24,15,0,0,5,0,0,0,0,0
4,1,24,16,7,11,5,1,0,0,0,0
0,2,24,7,0,0,5,0,0,0,0,0
2,2,24,16,7,10,5,0,0,0,0,0
1,2,24,12,0,0,5,0,0,0,0,0
1,2,24,12,0,0,5,0,0,0,0,0
0,2,24,6,0,0,5,0,0,0,0,0
2,2,48,20,2,12,5,0,1,0,0,0
0,2,48,11,0,0,5,0,1,0,0,0
1,2,48,11,0,0,5,0,1,0,0,0
1,2,48,6,0,0,5,0,1,0,0,0
2,1,48,12,0,0,5,1,1,0,0,0
2,1,48,15,0,0,5,1,1,0,0,0
3,1,24,20,7,14,5,1,0,0,0,0
0,2,24,9,0,0,5,0,0,0,0,0
0,2,24,17,1,11,5,0,0,1,0,0
1,2,24,12,0,0,5,0,0,0,0,0
0,2,24,8,0,0,5,0,0,0,0,0
1,2,24,8,0,0,5,0,0,0,0,0
0,2,24,12,0,0,5,0,0,0,0,0
0,2,24,15,0,0,5,0,0,0,0,0
0,2,24,15,0,0,5,0,0,0,0,0
0,2,24,11,0,0,5,0,0,0,0,0
0,2,24,8,0,0,5,0,0,0,0,0
0,2,24,12,0,0,5,0,0,0,0,0
1,2,24,17,1,11,5,0,0,1,0,0
2,1,24,18,7,12,5,1,0,0,0,0
0,2,24,5,0,0,5,0,0,0,0,0
2,2,48,20,3,12,5,0,1,0,0,0
0,2,48,0,0,0,5,0,1,0,0,0
2,1,48,21,1,13,7,1,1,1,0,0
0,2,26,16,1,10,7,0,1,1,0,0
0,2,26,19,1,13,7,0,1,1,0,0
3,1,24,16,7,10,7,1,0,0,0,0
1,1,26,20,1,15,7,1,1,1,0,0
0,1,26,18,1,11,7,1,1,1,0,0
0,2,26,14,0,0,7,0,1,0,0,0
3,1,26,22,0,0,7,1,1,0,0,0
1,2,48,11,0,0,7,0,1,0,0,0
2,5,48,9,0,0,7,0,1,0,0,0
0,2,48,6,0,0,7,0,1,0,0,0
0,2,48,11,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
0,2,26,14,0,0,7,0,1,0,0,0
0,2,26,7,0,0,7,0,1,0,0,0
0,2,49,10,0,0,7,0,1,0,0,0
1,2,49,20,1,12,7,0,1,1,0,0
0,2,26,10,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
1,2,48,15,0,0,7,0,1,0,0,0
1,1,48,14,0,0,7,1,1,0,0,0
1,2,26,20,1,14,7,0,1,1,0,0
0,2,26,17,7,11,7,0,1,0,0,0
1,2,40,18,3,12,7,0,1,0,0,0
0,2,48,14,0,0,7,0,1,0,0,0
3,1,26,20,1,12,7,1,1,1,0,0
3,1,26,18,1,11,7,1,1,1,0,0
1,1,48,22,1,13,7,1,1,1,0,0
1,1,48,20,3,14,7,1,1,0,0,0
0,2,48,21,0,0,7,0,1,0,0,0
2,1,49,14,0,0,7,1,1,0,0,0
0,4,26,18,1,12,7,0,1,1,0,0
0,1,26,11,0,0,7,1,1,0,0,0
0,1,26,8,0,0,7,1,1,0,0,0
1,4,26,19,6,12,7,0,1,0,0,0
1,1,26,12,0,0,7,1,1,0,0,0
0,2,26,12,0,0,7,0,1,0,0,0
0,2,26,12,0,0,7,0,1,0,0,0
2,5,40,22,1,12,7,0,1,1,0,0
1,2,40,22,1,12,7,0,1,1,0,0
5,2,40,17,0,9,7,0,1,0,0,0
0,2,40,7,0,0,7,0,1,0,0,0
4,1,40,17,7,10,7,1,1,0,0,0
0,2,26,18,1,12,7,0,1,1,0,0
0,2,26,15,0,0,7,0,1,0,0,0
1,1,48,21,1,12,7,1,1,1,0,0
0,2,48,9,0,0,7,0,1,0,0,0
1,1,48,13,0,0,7,1,1,0,0,0
1,1,25,19,1,13,7,1,1,1,0,0
0,2,25,11,0,0,7,0,1,0,0,0
0,2,25,10,0,0,7,0,1,0,0,0
0,2,25,8,0,0,7,0,1,0,0,0
0,1,25,16,7,10,7,1,1,0,0,0
0,2,25,15,0,0,7,0,1,0,0,0
0,2,48,13,0,0,7,0,1,0,0,0
0,1,48,15,0,0,7,1,1,0,0,0
0,2,48,14,0,0,7,0,1,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
1,1,48,22,0,0,7,1,1,0,0,0
0,2,48,10,0,0,7,0,1,0,0,0
1,4,25,19,0,0,7,0,1,0,0,0
0,2,48,6,0,0,7,0,1,0,0,0
4,2,26,21,3,12,7,0,1,0,0,0
1,1,26,18,1,12,7,1,1,1,0,0
0,2,25,22,1,16,7,0,1,1,0,0
0,2,25,17,7,11,7,0,1,0,0,0
1,1,26,17,1,12,7,1,1,1,0,0
0,2,48,18,7,11,7,0,1,0,0,0
3,1,26,22,0,0,7,1,1,0,0,0
3,2,48,20,7,12,7,0,1,0,0,0
0,2,48,6,0,0,7,0,1,0,0,0
1,1,25,19,0,0,7,1,1,0,0,0
0,2,25,17,7,12,7,0,1,0,0,0
0,2,26,6,0,0,7,0,1,0,0,0
1,1,26,18,1,13,7,1,1,1,0,0
0,2,26,16,7,10,7,0,1,0,0,0
4,1,26,14,0,0,7,1,1,0,0,0
0,1,26,14,0,0,7,1,1,0,0,0
1,1,26,11,0,0,7,1,1,0,0,0
0,2,25,6,0,0,7,0,1,0,0,0
0,2,48,18,1,12,7,0,1,1,0,0
0,1,49,12,0,0,7,1,1,0,0,0
0,2,49,9,0,0,7,0,1,0,0,0
1,1,26,18,7,12,7,1,1,0,0,0
0,4,26,15,0,0,7,0,1,0,0,0
0,2,26,6,0,0,7,0,1,0,0,0
0,1,26,20,0,0,7,1,1,0,0,0
0,1,26,21,1,15,7,1,1,1,0,0
1,1,40,17,7,10,7,1,1,0,0,0
0,2,26,14,0,0,7,0,1,0,0,0
0,2,26,12,0,0,7,0,1,0,0,0
0,2,26,11,0,0,7,0,1,0,0,0
0,2,48,8,0,0,7,0,1,0,0,0
0,2,49,18,1,12,7,0,1,1,0,0
0,2,49,16,1,10,7,0,1,1,0,0
0,2,24,12,0,0,7,0,0,0,0,0
0,2,25,14,0,0,7,0,1,0,0,0
0,2,25,14,0,0,7,0,1,0,0,0
2,1,25,16,1,11,7,1,1,1,0,0
0,2,25,11,0,0,7,0,1,0,0,0
0,2,25,9,0,0,7,0,1,0,0,0
0,2,25,5,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
0,2,48,17,7,11,7,0,1,0,0,0
0,2,48,8,0,0,7,0,1,0,0,0
0,4,48,15,0,0,7,0,1,0,0,0
3,1,48,21,1,14,7,1,1,1,0,0
0,2,26,7,0,0,7,0,1,0,0,0
0,2,26,20,1,13,7,0,1,1,0,0
3,2,26,19,1,12,7,0,1,1,0,0
0,2,26,10,0,0,7,0,1,0,0,0
2,1,48,13,0,0,7,1,1,0,0,0
0,1,25,21,0,0,7,1,1,0,0,0
1,1,25,19,7,13,7,1,1,0,0,0
0,1,25,16,7,10,7,1,1,0,0,0
0,1,25,15,0,0,7,1,1,0,0,0
0,2,25,13,0,0,7,0,1,0,0,0
0,2,25,10,0,0,7,0,1,0,0,0
0,2,25,10,0,0,7,0,1,0,0,0
0,2,25,11,0,0,7,0,1,0,0,0
0,2,24,20,0,0,7,0,0,0,0,0
0,2,48,14,0,0,7,0,1,0,0,0
2,1,26,22,7,14,7,1,1,0,0,0
0,2,26,8,0,0,7,0,1,0,0,0
0,2,26,8,0,0,7,0,1,0,0,0
3,5,40,17,7,11,7,0,1,0,0,0
0,2,40,15,0,0,7,0,1,0,0,0
4,1,26,22,6,9,7,1,1,0,0,0
0,2,26,7,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
0,1,24,20,1,14,7,1,0,1,0,0
0,2,24,17,7,10,7,0,0,0,0,0
0,1,40,12,0,0,7,1,1,0,0,0
0,2,48,5,0,0,7,0,1,0,0,0
3,1,24,11,0,0,7,1,0,0,0,0
0,2,24,10,0,0,7,0,0,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
0,2,48,18,1,11,7,0,1,1,0,0
3,1,48,12,0,0,7,1,1,0,0,0
0,2,48,8,0,0,7,0,1,0,0,0
0,2,48,15,0,0,7,0,1,0,0,0
0,2,48,14,0,0,7,0,1,0,0,0
0,2,49,6,0,0,7,0,1,0,0,0
0,2,48,11,0,0,7,0,1,0,0,0
0,1,26,16,7,10,7,1,1,0,0,0
2,1,26,18,1,12,7,1,1,1,0,0
0,2,26,16,7,9,7,0,1,0,0,0
3,1,26,17,1,10,7,1,1,1,0,0
0,2,25,10,0,0,7,0,1,0,0,0
0,2,25,8,0,0,7,0,1,0,0,0
0,2,25,5,0,0,7,0,1,0,0,0
0,2,49,16,1,9,7,0,1,1,0,0
0,2,49,12,0,0,7,0,1,0,0,0
0,2,49,10,0,0,7,0,1,0,0,0
2,1,48,21,0,0,7,1,1,0,0,0
0,2,40,16,1,10,7,0,1,1,0,0
1,2,40,15,0,0,7,0,1,0,0,0
0,2,40,13,0,0,7,0,1,0,0,0
0,2,40,8,0,0,7,0,1,0,0,0
0,2,25,16,7,10,7,0,1,0,0,0
0,1,49,10,0,0,7,1,1,0,0,0
0,1,49,7,0,0,7,1,1,0,0,0
2,1,49,20,1,12,7,1,1,1,0,0
0,2,49,16,7,10,7,0,1,0,0,0
0,2,49,11,0,0,7,0,1,0,0,0
0,2,25,21,0,0,7,0,1,0,0,0
3,2,25,17,7,10,7,0,1,0,0,0
2,2,40,18,0,0,7,0,1,0,0,0
0,2,25,17,1,11,7,0,1,1,0,0
0,2,25,16,7,10,7,0,1,0,0,0
0,2,25,7,0,0,7,0,1,0,0,0
0,1,25,22,1,16,7,1,1,1,0,0
0,2,24,7,0,0,7,0,0,0,0,0
0,2,25,15,0,0,7,0,1,0,0,0
6,2,48,17,1,9,7,0,1,1,0,0
3,2,48,13,0,0,7,0,1,0,0,0
0,2,48,6,0,0,7,0,1,0,0,0
2,1,48,15,0,0,7,1,1,0,0,0
2,2,48,12,0,0,7,0,1,0,0,0
0,2,48,10,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
0,2,48,6,0,0,7,0,1,0,0,0
2,1,25,21,1,14,7,1,1,1,0,0
2,1,25,18,1,11,7,1,1,1,0,0
0,2,25,11,0,0,7,0,1,0,0,0
1,4,48,14,0,0,7,0,1,0,0,0
0,1,48,23,1,17,7,1,1,1,0,0
0,2,40,8,0,0,7,0,1,0,0,0
0,2,25,20,0,0,7,0,1,0,0,0
0,2,26,9,0,0,7,0,1,0,0,0
2,4,26,23,1,16,7,0,1,1,0,0
2,1,26,21,1,12,7,1,1,1,0,0
0,2,26,19,1,12,7,0,1,1,0,0
0,2,26,12,0,0,7,0,1,0,0,0
1,1,26,15,0,0,7,1,1,0,0,0
1,2,26,13,0,0,7,0,1,0,0,0
0,2,26,12,0,0,7,0,1,0,0,0
0,2,26,10,0,0,7,0,1,0,0,0
0,2,26,5,0,0,7,0,1,0,0,0
0,1,49,19,3,14,7,1,1,0,0,0
2,1,48,23,1,14,7,1,1,1,0,0
0,2,48,19,1,13,7,0,1,1,0,0
0,2,25,14,0,0,7,0,1,0,0,0
0,2,26,17,7,11,7,0,1,0,0,0
0,1,24,19,1,14,7,1,0,1,0,0
0,2,48,21,0,0,7,0,1,0,0,0
0,2,48,13,0,0,7,0,1,0,0,0
0,1,48,14,0,0,7,1,1,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
3,2,48,17,7,11,7,0,1,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
0,2,48,9,0,0,7,0,1,0,0,0
1,2,49,14,0,0,7,0,1,0,0,0
1,2,49,12,0,0,7,0,1,0,0,0
3,1,48,19,1,13,7,1,1,1,0,0
0,2,48,5,0,0,7,0,1,0,0,0
2,1,48,20,0,0,7,1,1,0,0,0
0,2,48,17,7,10,7,0,1,0,0,0
0,2,48,11,0,0,7,0,1,0,0,0
0,2,48,23,5,10,7,0,1,0,0,0
0,2,48,10,0,0,7,0,1,0,0,0
3,2,48,21,1,16,7,0,1,1,0,0
0,2,48,15,0,0,7,0,1,0,0,0
0,2,48,6,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
0,2,48,13,0,0,7,0,1,0,0,0
0,2,24,19,1,12,7,0,0,1,0,0
0,2,48,5,0,0,7,0,1,0,0,0
2,1,48,14,0,0,7,1,1,0,0,0
0,2,48,11,0,0,7,0,1,0,0,0
0,2,48,5,0,0,7,0,1,0,0,0
5,2,24,22,1,11,7,0,0,1,0,0
0,2,24,20,3,12,7,0,0,0,0,0
0,2,24,16,3,10,7,0,0,0,0,0
1,2,24,13,0,0,7,0,0,0,0,0
1,2,24,11,0,0,7,0,0,0,0,0
0,2,24,5,0,0,7,0,0,0,0,0
0,2,24,9,0,0,7,0,0,0,0,0
2,2,48,21,1,12,7,0,1,1,0,0
0,2,48,20,7,12,7,0,1,0,0,0
2,2,26,16,1,10,7,0,1,1,0,0
0,2,26,14,0,0,7,0,1,0,0,0
1,2,26,13,0,0,7,0,1,0,0,0
0,2,26,9,0,0,7,0,1,0,0,0
0,2,26,6,0,0,7,0,1,0,0,0
5,2,26,0,0,0,7,0,1,0,0,0
5,2,26,23,3,11,7,0,1,0,0,0
2,4,26,21,0,14,7,0,1,0,0,0
0,2,26,11,0,0,7,0,1,0,0,0
0,2,26,7,0,0,7,0,1,0,0,0
1,2,26,17,7,11,7,0,1,0,0,0
2,2,26,16,7,10,7,0,1,0,0,0
2,2,26,12,0,0,7,0,1,0,0,0
0,2,26,11,0,0,7,0,1,0,0,0
1,2,26,11,0,0,7,0,1,0,0,0
3,2,26,7,0,0,7,0,1,0,0,0
2,2,26,19,6,12,7,0,1,0,0,0
0,2,26,0,0,0,7,0,1,0,0,0
0,2,26,17,7,10,7,0,1,0,0,0
2,2,26,13,0,0,7,0,1,0,0,0
3,2,26,18,3,11,7,0,1,0,0,0
2,2,26,16,7,11,7,0,1,0,0,0
2,2,26,12,0,0,7,0,1,0,0,0
1,2,26,12,0,0,7,0,1,0,0,0
0,2,26,6,0,0,7,0,1,0,0,0
0,2,26,6,0,0,7,0,1,0,0,0
3,2,26,14,0,0,7,0,1,0,0,0
1,1,26,22,0,0,7,1,1,0,0,0
0,2,26,21,0,0,7,0,1,0,0,0
1,2,26,20,1,12,7,0,1,1,0,0
2,1,26,19,7,12,7,1,1,0,0,0
3,2,26,19,0,11,7,0,1,0,0,0
0,2,26,13,0,0,7,0,1,0,0,0
3,2,26,17,7,11,7,0,1,0,0,0
0,2,24,11,0,0,7,0,0,0,0,0
0,2,48,22,3,12,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
0,2,48,6,0,0,7,0,1,0,0,0
1,1,48,17,7,10,7,1,1,0,0,0
2,2,48,20,2,13,7,0,1,0,0,0
2,1,48,13,0,0,7,1,1,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
2,5,48,11,0,0,7,0,1,0,0,0
1,2,48,9,0,0,7,0,1,0,0,0
0,2,26,9,0,0,7,0,1,0,0,0
0,2,48,14,0,0,7,0,1,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
0,2,48,11,0,0,7,0,1,0,0,0
2,1,48,14,0,0,7,1,1,0,0,0
3,1,48,20,3,12,7,1,1,0,0,0
0,2,48,14,0,0,7,0,1,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
0,2,24,12,0,0,7,0,0,0,0,0
3,5,48,15,0,0,7,0,1,0,0,0
0,2,48,8,0,0,7,0,1,0,0,0
3,5,48,18,1,12,7,0,1,1,0,0
0,2,24,16,3,11,7,0,0,0,0,0
0,2,24,10,0,0,7,0,0,0,0,0
0,2,24,5,0,0,7,0,0,0,0,0
0,1,24,17,1,11,7,1,0,1,0,0
0,2,26,11,0,0,7,0,1,0,0,0
0,2,26,23,0,0,7,0,1,0,0,0
2,2,26,16,3,9,7,0,1,0,0,0
0,2,26,6,0,0,7,0,1,0,0,0
0,2,24,22,1,16,7,0,0,1,0,0
2,1,26,0,0,0,7,1,1,0,0,0
0,2,26,17,7,11,7,0,1,0,0,0
0,2,26,15,0,0,7,0,1,0,0,0
0,2,26,10,0,0,7,0,1,0,0,0
2,2,24,19,3,9,7,0,0,0,0,0
0,5,48,15,0,0,7,0,1,0,0,0
1,2,48,15,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
1,4,48,22,1,12,7,0,1,1,0,0
2,2,48,10,0,0,7,0,1,0,0,0
0,2,48,9,0,0,7,0,1,0,0,0
1,2,24,16,6,7,7,0,0,0,0,0
2,2,24,15,0,0,7,0,0,0,0,0
1,2,24,16,7,11,7,0,0,0,0,0
2,2,24,15,0,0,7,0,0,0,0,0
1,2,24,12,0,0,7,0,0,0,0,0
1,2,24,21,3,12,7,0,0,0,0,0
0,2,24,16,7,11,7,0,0,0,0,0
0,2,24,9,0,0,7,0,0,0,0,0
3,2,26,19,1,12,7,0,1,1,0,0
0,2,26,16,7,9,7,0,1,0,0,0
0,2,26,6,0,0,7,0,1,0,0,0
4,1,26,20,7,11,7,1,1,0,0,0
2,2,26,15,0,0,7,0,1,0,0,0
0,2,48,11,0,0,7,0,1,0,0,0
0,2,24,23,1,12,7,0,0,1,0,0
1,2,48,17,3,11,7,0,1,0,0,0
2,4,48,16,1,11,7,0,1,1,0,0
3,2,48,23,1,10,7,0,1,1,0,0
1,2,48,14,0,0,7,0,1,0,0,0
0,2,48,12,0,0,7,0,1,0,0,0
2,1,48,14,0,0,7,1,1,0,0,0
1,1,48,22,0,0,7,1,1,0,0,0
0,2,48,16,7,10,7,0,1,0,0,0
0,2,48,14,0,0,7,0,1,0,0,0
1,2,24,20,1,12,7,0,0,1,0,0
2,2,24,16,0,0,7,0,0,0,0,0
1,2,24,13,0,0,7,0,0,0,0,0
0,2,24,8,0,0,7,0,0,0,0,0
2,2,24,0,0,0,7,0,0,0,0,0
0,4,25,23,1,17,7,0,1,1,0,0
0,2,24,14,0,0,7,0,0,0,0,0
0,2,24,10,0,0,7,0,0,0,0,0
0,2,24,7,0,0,7,0,0,0,0,0
0,2,26,5,0,0,7,0,1,0,0,0
0,2,48,9,0,0,7,0,1,0,0,0
2,2,24,12,0,0,7,0,0,0,0,0
2,2,24,19,0,10,7,0,0,0,0,0
0,2,48,17,7,11,7,0,1,0,0,0
2,2,48,14,0,0,7,0,1,0,0,0
0,2,48,0,0,0,7,0,1,0,0,0
1,2,48,0,0,0,7,0,1,0,0,0
0,2,48,11,0,0,7,0,1,0,0,0
0,2,48,7,0,0,7,0,1,0,0,0
0,2,24,12,0,0,7,0,0,0,0,0
2,2,26,19,3,12,7,0,1,0,0,0
