Child_BIRTHS_ALL_YEAR,RESID_STATE,AGE,EMPLOYMENT,EDUC_LEVEL,YEAR,marriage_dummies
0,25,18,1,13,17,0
0,25,25,1,16,17,0
0,48,24,1,14,17,0
0,48,23,1,14,17,0
1,48,32,1,16,17,1
0,48,20,7,13,17,0
1,25,29,1,16,17,0
0,48,19,1,13,17,0
0,48,16,1,12,17,0
8,48,32,6,12,17,0
0,48,19,7,12,17,0
4,26,31,6,12,17,0
0,48,17,7,11,17,0
0,25,32,1,16,17,0
0,25,27,1,14,17,0
1,26,28,1,16,17,1
3,48,30,1,12,17,0
0,48,17,7,11,17,0
1,25,30,1,16,17,1
0,25,28,1,16,17,0
0,25,32,1,17,17,0
0,24,26,1,17,17,0
0,26,17,7,11,17,0
1,26,28,1,16,17,1
0,26,26,1,17,17,0
4,26,24,3,14,17,1
0,26,24,7,17,17,1
1,26,21,7,15,17,1
0,25,17,3,11,17,0
0,48,28,1,13,17,0
0,49,22,1,15,17,1
0,49,19,1,13,17,0
1,26,28,1,17,17,1
0,26,16,7,10,17,0
0,26,30,1,17,17,1
3,26,33,1,11,17,0
0,48,29,1,14,17,0
0,26,32,1,16,17,1
1,40,27,2,17,17,1
0,26,22,1,15,17,0
0,48,18,7,12,17,0
0,24,26,7,17,17,0
0,24,21,1,12,17,0
0,25,24,0,0,17,0
0,25,24,0,0,17,0
2,25,27,1,15,17,1
0,25,19,1,13,17,0
0,25,15,0,0,17,0
0,48,17,7,11,17,0
0,48,26,1,14,17,0
0,48,18,3,9,17,0
0,48,25,7,17,17,0
3,48,31,1,17,17,1
0,26,18,1,11,17,0
0,26,30,1,17,17,0
0,26,20,1,12,17,0
0,24,31,1,16,17,1
2,48,23,7,12,17,1
2,26,23,1,13,17,0
0,25,31,1,17,17,1
1,25,29,1,14,17,1
0,25,26,1,17,17,1
0,25,26,1,17,17,1
0,25,23,1,15,17,0
0,25,21,1,12,17,0
0,25,20,0,0,17,0
0,25,21,0,0,17,0
0,48,23,1,16,17,0
1,26,29,1,17,17,1
0,26,19,7,12,17,0
0,26,19,7,12,17,0
3,40,27,6,12,17,0
0,40,25,1,12,17,0
4,26,32,1,9,17,1
0,26,17,7,11,17,0
0,48,17,7,11,17,0
0,24,30,1,15,17,1
0,24,27,1,17,17,0
0,40,22,1,12,17,1
0,48,15,0,0,17,0
0,24,20,1,12,17,0
0,48,22,1,14,17,0
0,48,28,1,16,17,0
3,48,22,7,15,17,1
0,48,25,1,16,17,0
0,48,24,7,17,17,0
2,49,29,6,16,17,1
0,49,22,1,16,17,1
0,49,16,1,9,17,0
0,25,28,1,16,17,0
2,48,27,6,99,17,1
2,26,28,1,13,17,1
0,26,26,1,16,17,0
3,26,27,1,14,17,1
0,25,20,1,14,17,0
0,25,18,7,12,17,0
0,25,16,7,10,17,0
0,49,23,0,0,17,0
0,49,27,1,16,17,0
0,49,21,1,14,17,0
2,48,31,1,17,17,1
0,40,26,5,12,17,0
1,40,25,6,17,17,0
0,40,23,7,14,17,0
0,40,18,3,13,17,0
0,24,15,0,0,17,0
0,49,20,0,0,17,1
0,49,18,7,12,17,1
2,49,30,1,14,17,1
0,49,21,7,14,17,0
2,40,27,7,12,17,0
0,26,22,1,17,17,0
0,25,27,1,17,17,0
0,25,25,1,16,17,0
0,25,16,1,11,17,0
0,24,17,1,11,17,0
0,25,25,1,16,17,0
6,48,27,3,10,17,0
3,48,23,3,11,17,0
0,48,17,7,10,17,0
2,48,25,7,14,17,1
2,48,22,1,16,17,0
0,48,19,3,12,17,0
0,48,17,9,11,17,0
0,48,16,7,10,17,0
2,25,31,1,17,17,1
2,25,28,1,16,17,1
0,25,21,7,0,17,0
1,48,24,7,17,17,0
0,48,32,1,16,17,1
0,40,18,7,13,17,0
0,25,30,1,16,17,0
0,26,20,0,0,17,0
2,26,33,1,17,17,0
2,26,31,1,12,17,1
0,26,23,1,16,17,0
1,26,25,6,15,17,1
1,26,23,3,12,17,0
0,26,21,1,14,17,0
0,26,20,1,14,17,0
0,26,15,0,0,17,0
0,49,29,1,16,17,1
0,49,23,1,17,17,0
2,48,33,1,14,17,1
0,25,24,1,16,17,0
0,24,29,1,17,17,1
2,48,28,1,17,17,1
0,26,23,1,16,17,0
0,48,25,1,17,17,1
0,48,22,0,0,17,0
3,48,28,1,13,17,0
1,49,24,1,13,17,0
1,49,23,1,12,17,0
3,48,29,1,14,17,1
0,48,16,7,13,17,0
2,48,30,1,17,17,1
0,48,21,7,14,17,0
0,48,33,5,6,17,0
0,48,20,1,12,17,0
3,48,32,6,12,17,0
0,48,26,1,15,17,0
0,48,16,7,10,17,0
0,48,18,7,11,17,0
0,48,24,6,12,17,0
1,48,19,1,13,17,0
0,48,17,7,11,17,0
1,48,17,1,12,17,0
0,24,29,1,13,17,0
0,48,15,0,0,17,0
2,48,25,6,10,17,1
0,48,21,3,14,17,0
0,48,17,7,11,17,0
0,48,16,7,9,17,0
0,48,17,7,11,17,0
0,48,17,7,11,17,0
0,26,22,7,15,17,0
0,24,22,1,16,17,0
0,24,17,7,11,17,0
2,25,25,1,14,17,0
0,25,20,1,12,17,0
0,25,21,1,12,17,1
1,26,21,1,12,17,1
0,26,18,1,11,17,0
0,26,26,1,16,17,0
5,24,32,1,11,17,0
0,24,30,1,12,17,0
0,24,27,1,12,17,0
1,24,23,1,9,17,0
1,24,21,1,10,17,0
0,24,15,0,0,17,0
0,24,19,7,12,17,0
2,48,31,1,13,17,0
0,48,31,1,14,17,0
3,26,26,1,14,17,1
0,26,25,1,16,17,0
1,26,23,1,15,17,0
0,26,19,3,12,17,0
0,26,16,7,11,17,0
5,26,33,1,12,17,0
2,26,31,6,14,17,0
0,26,22,3,11,17,0
0,26,17,7,10,17,0
1,26,27,1,12,17,0
2,26,26,1,12,17,0
2,26,22,1,11,17,0
0,26,21,1,11,17,0
1,26,21,7,12,17,0
3,26,17,1,10,17,0
2,26,29,3,12,17,0
0,26,16,7,9,17,0
0,26,27,1,12,17,0
2,26,22,3,12,17,0
3,26,27,1,12,17,0
2,26,22,3,11,17,0
1,26,23,1,13,17,0
0,26,16,7,10,17,0
0,26,16,7,10,17,0
3,26,24,6,11,17,0
1,26,32,1,17,17,1
0,26,31,1,17,17,0
1,26,30,1,14,17,0
2,26,29,1,12,17,1
3,26,29,1,12,17,0
0,26,24,1,14,17,0
3,26,27,1,14,17,0
0,48,18,7,11,17,0
0,48,16,7,10,17,0
1,48,27,1,16,17,1
2,48,30,1,14,17,0
2,48,23,6,12,17,1
0,48,22,1,12,17,0
2,48,21,1,12,17,0
1,48,20,0,0,17,0
0,24,15,0,0,17,0
0,24,22,1,17,17,0
0,26,20,3,12,17,0
0,48,24,1,16,17,0
0,48,21,0,0,17,0
3,48,30,1,13,17,1
0,48,24,1,12,17,0
0,24,21,1,13,17,0
3,48,25,1,13,17,0
0,48,18,1,13,17,0
3,48,28,3,13,17,0
0,24,26,1,12,17,0
0,24,20,1,12,17,0
0,24,27,3,11,17,1
0,26,21,7,12,17,0
0,26,33,1,99,17,0
2,26,26,3,10,17,0
0,26,16,5,10,17,0
0,24,31,1,17,17,0
2,26,27,6,13,17,1
0,26,26,1,17,17,0
0,26,25,1,17,17,0
0,26,20,0,0,17,0
2,48,30,6,12,17,1
0,48,25,1,15,17,0
1,48,25,6,12,17,0
0,48,18,7,12,17,0
0,48,33,1,12,17,1
1,48,32,1,13,17,0
2,48,20,1,13,17,0
0,48,19,1,12,17,0
0,48,25,6,10,17,1
1,24,26,1,10,17,0
2,24,26,3,11,17,0
1,24,26,1,12,17,0
2,24,24,3,11,17,0
1,24,22,1,11,17,0
1,24,31,1,14,17,0
0,24,26,3,12,17,0
0,24,19,7,12,17,0
3,26,29,1,12,17,0
0,48,21,1,11,17,0
1,26,26,6,14,17,1
0,26,26,1,12,17,0
0,26,16,3,10,17,0
4,26,30,1,12,17,1
2,26,25,8,14,17,0
0,48,25,3,10,17,0
0,48,22,3,12,17,0
1,48,27,1,12,17,0
2,48,26,1,13,17,0
3,48,32,1,12,17,0
0,48,32,3,16,17,0
1,48,24,1,15,17,0
0,48,22,1,14,17,0
2,48,24,1,13,17,1
0,48,26,1,15,17,0
0,48,24,3,17,17,0
1,24,30,1,14,17,0
2,24,26,1,12,17,0
1,24,23,1,12,17,0
0,24,18,7,12,17,0
2,24,24,6,12,17,0
0,24,24,1,15,17,0
0,24,20,3,14,17,0
0,24,17,1,10,17,0
0,48,19,7,11,17,0
0,24,26,1,17,17,1
2,24,22,1,12,17,0
2,24,29,3,11,17,0
0,48,27,1,17,17,0
1,48,22,1,14,17,0
2,48,23,3,11,17,0
0,48,19,3,11,17,0
1,48,16,7,9,17,0
0,48,20,3,13,17,0
0,48,17,1,11,17,0
0,48,21,0,0,17,0
0,48,17,7,11,17,0
2,26,30,1,14,17,0
1,26,27,1,12,17,0
0,26,25,1,14,17,0
1,26,25,1,11,17,0
0,26,22,1,14,17,0
0,48,16,7,11,17,0
0,48,18,7,11,17,0
0,48,25,3,12,17,0
0,48,24,1,12,17,0
2,26,24,1,12,17,0
0,26,21,7,14,17,0
0,26,17,7,12,17,0
4,26,27,3,12,17,0
1,26,20,1,11,17,0
0,48,23,1,14,17,0
1,24,27,1,12,17,0
1,24,25,1,17,17,0
0,48,22,0,0,17,0
0,48,19,3,12,17,0
2,26,30,1,16,17,1
0,24,31,1,12,17,0
0,24,22,1,12,17,0
0,24,25,1,14,17,0
3,48,27,7,12,17,0
2,48,26,6,12,17,0
0,48,24,1,12,17,0
0,48,22,7,12,17,0
0,48,22,1,14,17,0
0,48,24,0,0,17,0
1,48,26,1,16,17,0
0,48,22,0,0,17,0
0,24,23,1,12,17,0
0,48,25,1,13,17,0
0,26,16,3,11,17,0
0,26,25,1,14,17,0
0,26,23,3,12,17,0
0,26,16,7,10,17,0
0,26,15,0,0,17,0
3,26,27,1,13,17,0
5,48,26,9,10,17,0
0,24,16,7,10,17,0
0,24,22,1,13,17,0
4,24,29,6,14,17,1
0,24,19,1,12,17,0
2,24,28,1,12,17,0
1,24,24,1,14,17,0
0,24,21,1,14,17,0
0,24,18,1,12,17,0
2,48,31,6,14,17,0
0,48,23,1,16,17,0
1,48,24,1,15,17,0
1,48,18,1,11,17,0
2,48,24,1,14,17,1
0,24,25,1,17,17,0
1,48,29,1,15,17,0
2,48,27,1,14,17,1
3,24,33,1,14,17,1
0,24,21,0,0,17,0
0,24,29,1,13,17,0
1,24,24,1,13,17,0
0,24,20,3,12,17,0
1,24,20,1,11,17,0
2,24,32,1,14,17,1
0,24,15,0,0,17,0
0,24,24,7,16,17,0
0,24,31,1,16,17,0
0,24,23,0,0,17,0
0,24,20,7,13,17,0
0,24,24,1,17,17,0
4,48,31,6,12,17,1
1,24,28,1,12,17,0
1,48,30,1,14,17,0
2,48,19,3,12,17,0
2,48,18,3,12,17,0
2,24,30,1,14,17,1
0,24,18,1,12,17,0
0,48,25,3,12,17,0
0,48,20,1,11,17,0
2,48,33,1,14,19,1
0,25,26,1,17,19,0
0,26,29,1,16,19,1
2,48,21,1,12,19,0
0,48,18,3,10,19,0
3,49,33,1,12,19,1
0,48,23,1,0,19,0
0,48,19,1,14,19,0
0,49,22,1,14,19,0
0,48,17,7,11,19,0
0,26,22,1,17,19,0
1,48,27,1,14,19,0
1,48,26,1,13,19,1
1,26,31,1,16,19,0
0,26,29,3,17,19,0
1,40,30,1,13,19,0
0,48,26,1,10,19,0
3,26,30,1,16,19,1
3,48,34,1,17,19,1
0,24,29,1,16,19,0
0,26,31,5,16,19,0
1,48,32,6,14,19,1
0,48,33,1,17,19,0
0,26,20,1,14,19,1
1,26,24,1,15,19,1
0,26,24,1,16,19,0
2,40,34,6,12,19,0
2,40,29,7,11,19,0
1,40,34,1,12,19,0
0,40,20,1,12,19,0
4,40,29,6,12,19,1
1,48,33,1,14,19,1
0,48,21,1,12,19,0
1,48,25,6,12,19,1
1,25,31,6,17,19,1
0,25,23,5,11,19,0
0,25,22,1,0,19,0
0,25,20,1,0,19,0
0,25,27,1,16,19,0
0,48,26,1,14,19,0
0,48,25,1,14,19,0
0,48,22,1,15,19,0
1,25,31,1,16,19,0
0,48,21,0,0,19,0
0,48,18,1,13,19,0
8,48,34,6,12,19,0
0,48,21,3,12,19,0
4,26,33,3,12,19,0
0,48,19,3,11,19,0
0,25,34,1,16,19,0
0,25,30,1,14,19,0
1,26,30,1,16,19,1
0,48,28,1,16,19,1
3,48,32,1,12,19,0
0,48,18,7,13,19,0
1,25,32,1,16,19,1
0,25,29,1,16,19,0
0,25,34,2,17,19,0
0,24,28,1,17,19,0
0,26,18,1,12,19,0
1,26,30,1,16,19,1
0,26,28,1,17,19,0
4,26,26,6,14,19,1
0,26,26,1,17,19,1
1,26,22,6,16,19,1
0,25,18,1,12,19,0
0,48,31,1,13,19,0
0,49,24,1,15,19,1
0,49,21,1,14,19,0
1,26,30,1,17,19,1
0,26,27,1,13,19,0
0,26,18,7,12,19,0
0,26,32,1,17,19,1
3,26,35,1,11,19,0
0,48,32,1,14,19,0
1,40,29,1,17,19,1
0,26,24,1,17,19,0
0,48,19,0,0,19,0
0,24,23,1,12,19,0
0,25,26,1,17,19,0
0,25,26,1,17,19,0
2,25,29,6,15,19,1
0,25,21,0,0,19,0
0,25,17,1,11,19,0
0,48,18,1,13,19,0
0,48,28,1,14,19,0
0,48,20,1,11,19,0
0,48,27,1,17,19,0
3,48,33,1,17,19,1
0,26,32,1,17,19,0
3,26,31,1,13,19,0
0,26,22,1,12,19,0
0,24,33,1,16,19,1
2,48,25,6,12,19,1
2,26,25,1,14,19,0
0,25,33,1,17,19,1
1,25,31,1,14,19,1
0,25,28,1,17,19,1
0,25,27,1,17,19,1
0,25,25,1,15,19,0
0,25,22,1,12,19,0
0,25,22,0,0,19,0
1,26,31,1,17,19,1
0,26,20,7,13,19,0
0,26,20,7,13,19,0
3,40,30,1,12,19,0
0,40,27,6,12,19,0
4,26,34,6,9,19,1
0,26,19,0,0,19,0
0,48,19,1,14,19,0
0,24,32,1,15,19,1
0,24,29,1,17,19,0
0,40,24,7,14,19,1
0,48,17,7,10,19,0
0,24,22,1,12,19,0
0,48,24,1,14,19,0
0,48,30,1,17,19,0
3,48,24,1,15,19,1
0,48,26,1,17,19,0
2,49,31,1,16,19,1
0,49,18,7,11,19,0
0,25,31,1,16,19,0
2,48,29,6,99,19,1
2,26,30,6,13,19,1
0,26,28,1,16,19,0
3,26,30,1,14,19,1
0,25,22,1,16,19,0
0,25,20,1,14,19,0
0,25,18,7,12,19,0
0,49,29,1,17,19,0
0,49,23,1,15,19,0
2,48,33,1,17,19,1
0,40,28,6,12,19,0
1,40,27,1,17,19,0
0,24,17,7,11,19,0
0,49,22,6,12,19,1
2,49,32,1,14,19,1
0,49,23,1,16,19,0
2,40,29,6,12,19,0
0,26,24,1,17,19,0
0,25,29,1,17,19,0
0,25,27,1,16,19,0
0,25,18,7,12,19,0
0,24,18,7,13,19,0
0,25,27,1,16,19,0
6,48,28,1,10,19,0
3,48,25,1,11,19,0
0,48,19,3,11,19,0
2,48,27,1,15,19,1
2,48,24,1,16,19,0
0,48,22,1,12,19,0
0,48,18,1,12,19,0
0,48,17,1,11,19,0
2,25,33,1,17,19,1
2,25,30,1,16,19,1
0,48,34,6,16,19,1
0,40,21,1,15,19,0
0,25,32,1,16,19,0
0,26,21,0,0,19,0
2,26,35,1,17,19,0
2,26,33,1,12,19,1
0,26,25,1,17,19,0
1,26,27,6,15,19,1
1,26,25,3,12,19,0
0,26,23,1,14,19,0
0,26,17,1,11,19,0
0,49,31,1,16,19,1
2,48,35,6,14,19,1
0,24,31,1,17,19,1
2,48,29,1,17,19,1
0,26,25,1,16,19,0
0,48,27,7,17,19,1
0,48,24,1,16,19,0
3,48,29,6,13,19,0
0,24,24,0,0,19,0
0,24,21,0,0,19,0
1,49,26,1,13,19,0
1,49,25,1,12,19,0
3,48,31,1,14,19,1
0,48,18,7,13,19,0
2,48,32,1,17,19,1
0,48,23,1,16,19,0
0,48,35,4,6,19,0
0,48,22,1,12,19,0
3,48,33,6,12,19,0
0,48,27,1,15,19,0
0,48,17,7,11,19,0
0,48,19,7,13,19,0
1,48,21,1,15,19,0
0,48,18,1,13,19,0
1,48,19,1,13,19,0
0,24,30,1,13,19,0
0,48,17,7,9,19,0
2,48,26,6,10,19,1
0,48,23,1,14,19,0
0,48,19,7,12,19,0
0,48,17,7,11,19,0
0,48,19,7,12,19,0
0,48,19,1,13,19,0
0,26,24,1,16,19,0
1,26,22,1,13,19,1
0,24,23,0,0,19,0
0,24,19,7,12,19,0
2,25,27,1,14,19,0
0,25,22,1,12,19,0
0,25,23,1,12,19,1
1,26,23,1,12,19,1
0,26,20,1,11,19,0
5,24,34,1,11,19,0
0,24,32,1,12,19,0
0,24,28,1,12,19,0
1,24,26,6,9,19,0
1,24,23,1,10,19,0
0,24,17,7,9,19,0
0,24,21,7,15,19,0
2,48,33,1,13,19,0
0,48,33,1,14,19,0
3,26,29,6,14,19,1
0,26,27,1,13,19,1
0,26,26,1,16,19,0
1,26,25,1,15,19,0
0,26,21,3,12,19,0
0,26,18,1,12,19,0
5,48,23,1,12,19,0
5,26,34,1,12,19,0
2,26,33,6,14,19,0
0,26,23,1,11,19,0
0,26,19,1,13,19,0
1,26,29,1,12,19,0
2,26,28,1,12,19,0
2,26,24,1,11,19,0
0,26,23,1,11,19,0
1,26,23,1,12,19,0
3,26,19,6,10,19,0
2,26,31,1,12,19,0
0,26,18,3,12,19,0
0,26,29,1,12,19,0
2,26,24,1,12,19,0
3,26,30,1,12,19,0
2,26,24,3,11,19,0
1,26,25,1,13,19,0
0,26,18,7,11,19,0
0,26,17,7,11,19,0
3,26,26,1,11,19,0
1,26,34,1,17,19,1
0,26,33,1,17,19,0
1,26,32,1,14,19,0
2,26,31,1,12,19,1
3,26,32,1,12,19,0
0,26,25,1,14,19,0
3,26,29,1,14,19,0
0,48,19,3,11,19,0
0,48,18,3,12,19,0
1,48,29,1,16,19,1
2,48,32,1,14,19,0
2,48,25,6,12,19,1
0,48,24,1,12,19,0
2,48,23,1,12,19,0
1,48,21,9,99,19,0
0,24,17,7,11,19,0
0,26,22,1,12,19,0
0,48,26,1,16,19,0
0,48,24,6,17,19,0
0,48,24,1,17,19,0
2,48,26,1,12,19,1
3,48,31,1,14,19,1
0,48,26,1,12,19,0
0,24,23,1,13,19,0
3,48,27,1,13,19,0
0,48,20,3,13,19,0
3,48,30,1,13,19,0
0,24,29,1,12,19,0
0,24,22,1,12,19,0
0,24,18,3,12,19,0
0,24,29,1,11,19,1
0,26,23,8,12,19,0
1,48,29,1,14,19,0
0,48,18,7,12,19,0
0,26,35,1,16,19,0
2,26,29,3,10,19,0
0,26,18,7,12,19,0
0,24,33,1,17,19,0
2,26,29,6,13,19,1
0,26,28,1,17,19,0
0,26,27,1,17,19,0
0,26,22,0,0,19,0
2,48,32,7,12,19,1
0,48,27,1,14,19,0
1,48,27,5,12,19,0
0,48,20,3,12,19,0
0,48,35,3,12,19,1
1,48,34,6,13,19,0
2,48,22,1,12,19,0
0,48,21,1,12,19,0
0,48,27,6,10,19,1
2,24,27,3,11,19,0
1,24,28,1,14,19,0
2,24,26,1,11,19,0
1,24,24,1,12,19,0
1,24,33,1,14,19,0
0,24,28,1,12,19,0
0,24,21,7,13,19,0
3,48,27,1,10,19,0
1,48,26,1,12,19,0
3,26,31,1,12,19,0
1,26,28,6,14,19,1
0,26,28,1,12,19,0
0,26,17,1,11,19,0
4,26,32,3,12,19,1
2,26,28,1,14,19,0
1,48,33,3,12,19,0
0,48,27,1,10,19,0
0,48,23,0,0,19,0
0,24,34,1,12,19,0
1,48,29,1,12,19,0
2,48,28,1,13,19,0
3,48,34,1,12,19,0
0,48,33,1,16,19,0
0,48,24,1,12,19,0
1,48,26,1,15,19,0
0,48,24,1,14,19,0
2,48,26,6,13,19,1
0,48,28,1,15,19,0
0,48,26,1,17,19,0
1,24,32,1,14,19,0
2,24,28,1,12,19,0
1,24,25,1,12,19,0
0,24,21,1,14,19,0
2,24,26,3,12,19,0
0,24,26,1,15,19,0
0,24,22,1,14,19,0
0,24,18,7,12,19,0
2,24,25,1,14,19,0
0,24,28,1,17,19,1
0,48,28,1,13,19,0
2,24,24,3,12,19,0
2,24,31,1,11,19,0
0,48,29,1,17,19,0
1,48,24,1,14,19,0
2,48,25,1,11,19,0
1,48,17,3,9,19,0
0,40,19,1,12,19,0
0,48,23,0,0,19,0
0,48,19,0,0,19,0
2,26,31,1,14,19,0
1,26,29,1,12,19,0
0,26,27,1,15,19,0
1,26,27,1,13,19,0
0,26,23,1,15,19,0
0,48,18,3,12,19,0
0,48,20,1,11,19,0
0,48,26,8,12,19,0
0,48,25,1,12,19,0
2,26,26,1,12,19,0
0,26,23,3,14,19,0
0,26,19,7,13,19,0
4,26,28,3,12,19,0
1,26,23,7,11,19,0
0,48,25,1,14,19,0
1,24,29,1,12,19,0
4,24,28,1,12,19,0
1,24,27,1,17,19,0
0,48,24,0,0,19,0
0,48,21,1,12,19,0
2,26,32,1,16,19,1
0,24,34,0,0,19,0
0,24,24,3,12,19,0
0,24,27,1,14,19,0
3,48,30,1,12,19,0
2,48,28,1,12,19,0
0,48,26,1,12,19,0
0,48,24,3,14,19,0
0,48,24,0,0,19,0
0,48,26,0,0,19,0
3,48,21,3,12,19,0
1,48,28,1,16,19,0
0,48,24,1,17,19,0
1,24,34,1,16,19,0
0,24,25,1,12,19,0
0,48,27,1,13,19,0
1,26,29,1,12,19,0
0,26,18,1,12,19,0
0,26,27,1,14,19,0
0,26,25,3,12,19,0
0,26,18,7,12,19,0
0,26,17,1,11,19,0
3,26,29,5,13,19,0
0,24,18,1,11,19,0
0,24,24,1,13,19,0
4,24,30,6,14,19,1
0,24,21,1,12,19,0
2,24,30,1,12,19,0
1,24,25,1,14,19,0
0,24,23,1,15,19,0
0,24,20,7,13,19,0
2,48,33,3,14,19,0
0,48,25,1,16,19,0
1,48,26,1,15,19,0
1,48,20,3,11,19,0
2,48,25,6,14,19,1
0,24,28,1,17,19,0
2,48,29,1,14,19,1
3,24,34,1,14,19,1
0,24,30,1,13,19,0
1,24,26,1,13,19,0
0,24,23,1,14,19,0
1,24,22,3,11,19,0
2,24,34,1,14,19,1
1,24,30,2,14,19,0
0,24,17,7,12,19,0
0,24,26,1,16,19,0
4,24,27,3,12,19,0
0,24,25,0,0,19,0
0,24,22,3,13,19,0
0,24,27,1,17,19,0
4,48,33,1,12,19,1
1,24,30,1,12,19,0
1,48,32,1,14,19,0
2,48,21,3,12,19,0
2,48,20,6,12,19,0
2,24,32,1,14,19,1
0,24,19,3,12,19,0
0,48,27,1,12,19,0
0,48,22,1,11,19,0
